,text,llm,prompting
2137,Ця політична дискусія в інтернеті така конструктивна і цивілізована.,gemini,zeroshot
2138,"Звісно, бери мою машину. Тільки будь обережний, вона трохи іржава і гальма не завжди працюють.",gemini,zeroshot
2139,"Мені подобається, коли незнайомці розповідають мені про своє особисте життя в громадському транспорті.",gemini,zeroshot
2140,"Нічого страшного, що ти розбив мою улюблену вазу. В мене їх ще цілих три.",gemini,zeroshot
2141,"Так, я з радістю послухаю твою розповідь про те, як ти чудово провів час на відпочинку, поки я працював.",gemini,zeroshot
2142,"Я в захваті від того, як ти вмієш знаходити бруд навіть у найчистішій кімнаті.",gemini,zeroshot
2143,"Звісно, я можу приготувати вечерю на 10 осіб за 30 хвилин. Це ж так просто!",gemini,zeroshot
2144,"Я просто обожнюю, коли мій комп'ютер зависає в найвідповідальніший момент.",gemini,zeroshot
2145,"Нічого страшного, що ти забув про мій день народження. Я теж його не святкую.",gemini,zeroshot
2146,"Ця реклама настільки цікава, що я можу дивитися її годинами.",gemini,zeroshot
2147,"Так, я з радістю піду з тобою на цю нудну вечірку. Обожнюю незручні розмови з незнайомцями.",gemini,zeroshot
2148,"Мені подобається, як ти вмієш перетворити будь-яку розмову на суперечку.",gemini,zeroshot
2149,"Звісно, я можу позичити тобі свою улюблену книгу. Тільки поверни її в тому ж стані, в якому взяв, будь ласка.",gemini,zeroshot
2150,Я в захваті від твоєї пунктуальності. Особливо коли ти запізнюєшся на годину.,gemini,zeroshot
2151,"Нічого страшного, що ти з'їв останній шматок піци. Я все одно не голодний.",gemini,zeroshot
2152,"Так, я з радістю допоможу тобі з домашнім завданням з математики. Особливо люблю інтеграли.",gemini,zeroshot
2153,"Мені подобається, як ти вмієш завжди знаходити виправдання своїм помилкам.",gemini,zeroshot
2154,"Звісно, я можу попрацювати понаднормово. В мене ж немає ніяких інших планів на вечір.",gemini,zeroshot
2155,"Я в захваті від того, як ти вмієш розкидати свої речі по всій квартирі.",gemini,zeroshot
2156,"Нічого страшного, що ти розлив каву на мій новий килим. Він все одно вже був брудний.",gemini,zeroshot
2157,"Так, я з радістю подивлюся з тобою цей жахливий фільм жахів. Обожнюю, коли мені страшно.",gemini,zeroshot
2158,"Мені подобається, як ти вмієш завжди говорити не те, що думаєш.",gemini,zeroshot
2159,"Звісно, я можу позичити тобі свою машину. Тільки заправ її, будь ласка, бо там майже порожній бак.",gemini,zeroshot
2160,"Я в захваті від того, як ти вмієш створювати хаос з нічого.",gemini,zeroshot
2161,"Нічого страшного, що ти забув купити хліб. Ми ж можемо їсти суп виделками.",gemini,zeroshot
2162,"Так, я з радістю піду з тобою на цей концерт важкої музики. Обожнюю, коли у мене дзвенить у вухах.",gemini,zeroshot
2163,"Мені подобається, як ти вмієш завжди знаходити привід для скарг.",gemini,zeroshot
2164,"Звісно, я можу позичити тобі свої нові туфлі. Тільки будь обережний, вони дуже слизькі.",gemini,zeroshot
2165,"Я в захваті від того, як ти вмієш перетворювати будь-яку просту задачу на складну.",gemini,zeroshot
2166,"Нічого страшного, що ти загубив мій телефон. Я все одно хотів купити новий.",gemini,zeroshot
2167,"Так, я з радістю допоможу тобі з ремонтом. Особливо люблю свердлити стіни.",gemini,zeroshot
2168,"Мені подобається, як ти вмієш завжди бути в поганому настрої.",gemini,zeroshot
2169,"Звісно, я можу позичити тобі гроші. Тільки не забудь повернути їх до 30 лютого.",gemini,zeroshot
2170,"Я в захваті від того, як ти вмієш ігнорувати мої прохання.",gemini,zeroshot
2171,"Нічого страшного, що ти забув про нашу річницю. Я теж не пам'ятаю, коли вона.",gemini,zeroshot
2172,"Так, я з радістю піду з тобою на цю нудну лекцію. Обожнюю, коли мені хочеться спати.",gemini,zeroshot
2173,"Мені подобається, як ти вмієш завжди знаходити спосіб зіпсувати мені настрій.",gemini,zeroshot
2174,"Звичайно, я вірю, що політики працюють лише на благо народу. Хто ж сумнівається?",gemini,zeroshot
2175,"Так, пробки – це найкраща частина мого дня. Обожнюю витрачати годину на дорогу до роботи.",gemini,zeroshot
2176,"Обожнюю, коли мій інтернет вимикається посеред важливої онлайн-зустрічі. Це так додає адреналіну.",gemini,zeroshot
2177,Неймовірно смачна кава в цій новій кав'ярні. На смак як розчинна з водою з-під крану.,gemini,zeroshot
2178,"Ця сукня мені так пасує, що я схожа на мішок картоплі.",gemini,zeroshot
2179,З нетерпінням чекаю понеділка. Це ж найкращий день тижня.,gemini,zeroshot
2180,"Дякую за пораду, я обов'язково скористаюсь твоїм безцінним досвідом, як провалити цей проект.",gemini,zeroshot
2181,Цей фільм – шедевр кінематографу. Я ледь не заснув на перших п'яти хвилинах.,gemini,zeroshot
2182,Я в такому захваті від твоєї пунктуальності! Завжди мріяла почекати годину.,gemini,zeroshot
2183,Твоя нова зачіска просто неймовірна! Нагадує гніздо.,gemini,zeroshot
2184,"Я просто обожнюю, коли мої сусіди влаштовують ремонт о 6 ранку у вихідні. Це так бадьорить.",gemini,zeroshot
2185,"Ця презентація була настільки захоплюючою, що я ледь стримався, щоб не заснути.",gemini,zeroshot
2186,"Звісно, я довіряю прогнозам погоди. Вони ж ніколи не помиляються.",gemini,zeroshot
2187,Чудова ідея – поїхати на море у розпал сезону. Обожнюю товкотнечу і завищені ціни.,gemini,zeroshot
2188,Я просто в захваті від твого співу! Навіть собаки в окрузі почали вити.,gemini,zeroshot
2189,"Так, я згоден, що реклама робить телебачення цікавішим. Особливо коли вона перериває фільм кожні 5 хвилин.",gemini,zeroshot
2190,Я просто обожнюю стояти в черзі в супермаркеті. Це так розслабляє.,gemini,zeroshot
2191,З нетерпінням чекаю візиту до стоматолога. Це ж так приємно.,gemini,zeroshot
2192,"Цей жарт був настільки смішний, що я ледь не вмер... від нудьги.",gemini,zeroshot
2193,Я в такому захваті від твоєї кулінарної майстерності! Ця страва на смак як підошва.,gemini,zeroshot
2194,"Так, я вірю в чесність політиків. Вони ж ніколи не брешуть.",gemini,zeroshot
2195,"Обожнюю, коли мій телефон розряджається в найневідповідніший момент.",gemini,zeroshot
2196,Я в такому захваті від твоїх водійських навичок! Ти майже збив пішохода.,gemini,zeroshot
2197,З нетерпінням чекаю на підвищення цін на бензин. Це ж так економить сімейний бюджет.,gemini,zeroshot
2198,"Чудова ідея – піти на пікнік, коли йде дощ.",gemini,zeroshot
2199,"Я просто обожнюю, коли мій комп'ютер зависає посеред роботи. Це так мотивує.",gemini,zeroshot
2200,"З нетерпінням чекаю на чергову податкову реформу. Впевнений, що вона покращить моє життя.",gemini,zeroshot
2201,Ця книга – шедевр літератури. Я ледь зміг дочитати першу сторінку.,gemini,zeroshot
2202,"Я в такому захваті від твого вміння слухати! Ти навіть не помітив, що я тобі вже півгодини розповідаю одне й те саме.",gemini,zeroshot
2203,"Обожнюю, коли в громадському транспорті всі кашляють і чхають. Це так зміцнює імунітет.",gemini,zeroshot
2204,"З нетерпінням чекаю на чергову хвилю епідемії. Впевнений, що вона буде ще веселішою за попередню.",gemini,zeroshot
2205,Чудова ідея – поїхати у відпустку без грошей. Головне – позитивний настрій.,gemini,zeroshot
2206,"Я просто обожнюю, коли мій будильник дзвонить о 5 ранку у вихідні. Це так бадьорить.",gemini,zeroshot
2207,"З нетерпінням чекаю на чергове підвищення цін на продукти. Впевнений, що це покращить моє харчування.",gemini,zeroshot
2208,Цей серіал – шедевр телебачення. Я ледь зміг додивитися першу серію.,gemini,zeroshot
2209,"Я в такому захваті від твоєї здатності розбиратися в людях! Ти навіть не помітив, що твій «друг» тебе обманює.",gemini,zeroshot
2210,"Обожнюю, коли в літаку плачуть діти. Це так заспокоює нерви.",gemini,zeroshot
2211,"З нетерпінням чекаю на черговий збій в роботі соціальних мереж. Впевнений, що це покращить моє спілкування з друзями.",gemini,zeroshot
2212,"Чудова ідея – купити лотерейний білет. Впевнений, що я виграю мільйон.",gemini,zeroshot
2213,"Я просто обожнюю, коли мій начальник викликає мене на килим. Це так піднімає настрій.",gemini,zeroshot
2214,"З нетерпінням чекаю на чергову сесію в університеті. Впевнений, що вона буде легкою та приємною.",gemini,zeroshot
2215,Ця пісня – хіт сезону. Я ледь зміг дослухати її до кінця.,gemini,zeroshot
2216,"Я в такому захваті від твоєї здатності економити гроші! Ти навіть не помітив, що у тебе дірка в кишені.",gemini,zeroshot
2217,"Обожнюю, коли на вулиці спека +40. Це так освіжає.",gemini,zeroshot
2218,"З нетерпінням чекаю на чергову хвилю знижок в магазинах. Впевнений, що я зможу купити все, що мені потрібно.",gemini,zeroshot
2219,"Чудова ідея – поїхати в подорож автостопом. Впевнений, що це буде безпечно та комфортно.",gemini,zeroshot
2220,"Я просто обожнюю, коли мій сусід зверху влаштовує вечірки до ранку. Це так допомагає мені розслабитися.",gemini,zeroshot
2221,"З нетерпінням чекаю на чергову зустріч випускників. Впевнений, що всі будуть раді мене бачити.",gemini,zeroshot
2222,Ця вистава – шедевр театрального мистецтва. Я ледь зміг досидіти до антракту.,gemini,zeroshot
2223,"Я в такому захваті від твоєї здатності орієнтуватися на місцевості! Ти навіть не помітив, що ми заблукали.",gemini,zeroshot
2224,"Обожнюю, коли в кафе подають холодну каву та черствий пиріг. Це так вишукано.",gemini,zeroshot
2225,"Звичайно, продовжуй відкладати будильник ще п'ять разів. Саме так досягають успіху.",gemini,zeroshot
2226,"Чудово, що ти витратив три години на перегляд відео з котиками. Це точно допоможе тобі підготуватися до іспиту.",gemini,zeroshot
2227,"Так, купи ще одну пару взуття. Тобі ж нікуди гроші дівати.",gemini,zeroshot
2228,"О, ти знову запізнився? Який сюрприз!",gemini,zeroshot
2229,Не хвилюйся про дедлайн. Він же просто для краси.,gemini,zeroshot
2230,"Так, продовжуй їсти фастфуд кожен день. Це ж так корисно для здоров'я.",gemini,zeroshot
2231,"Звичайно, вір усьому, що пишуть в інтернеті. Там же ніколи не брешуть.",gemini,zeroshot
2232,Ігноруй поради лікаря. Ти ж сам знаєш краще.,gemini,zeroshot
2233,Не роби зарядку. Навіщо тобі бути здоровим?,gemini,zeroshot
2234,Не читай книжок. Навіщо тобі бути розумним?,gemini,zeroshot
2235,Проводь весь час в соціальних мережах. Це ж так продуктивно.,gemini,zeroshot
2236,Сперечайся з усіма в інтернеті. Це ж так конструктивно.,gemini,zeroshot
2237,Вір у теорії змов. Вони ж завжди правдиві.,gemini,zeroshot
2238,Не перевіряй факти. Навіщо тобі знати правду?,gemini,zeroshot
2239,Живи одним днем. Майбутнє не має значення.,gemini,zeroshot
2240,Не плануй нічого. Хай буде як буде.,gemini,zeroshot
2241,Не думай про наслідки. Це ж так весело.,gemini,zeroshot
2242,Ризикуй усім. Що може піти не так?,gemini,zeroshot
2243,Ігноруй свої проблеми. Вони самі розв'яжуться.,gemini,zeroshot
2244,Звинувачуй інших у своїх невдачах. Це ж ніколи не твоя вина.,gemini,zeroshot
2245,Скаржся на все. Це ж так допомагає.,gemini,zeroshot
2246,Будь песимістом. Це ж так реалістично.,gemini,zeroshot
2247,Не виходь із зони комфорту. Навіщо тобі зміни?,gemini,zeroshot
2248,Не пробуй нічого нового. Це ж так страшно.,gemini,zeroshot
2249,Бойся всього. Це ж так безпечно.,gemini,zeroshot
2250,Будь заздрісним. Це ж так мотивує.,gemini,zeroshot
2251,Пліткуй про інших. Це ж так цікаво.,gemini,zeroshot
2252,Обманюй. Це ж так легко.,gemini,zeroshot
2253,Кради. Це ж так вигідно.,gemini,zeroshot
2254,Зраджуй. Це ж так нормально.,gemini,zeroshot
2255,Не поважай інших. Це ж так круто.,gemini,zeroshot
2256,Будь егоїстом. Це ж так природно.,gemini,zeroshot
2257,Не допомагай нікому. Це ж не твоя справа.,gemini,zeroshot
2258,Не прощай нікого. Це ж так справедливо.,gemini,zeroshot
2259,Будь жорстоким. Це ж так сильно.,gemini,zeroshot
2260,Ненавидь всіх. Це ж так просто.,gemini,zeroshot
2261,Руйнуй все. Це ж так весело.,gemini,zeroshot
2262,Вбивай. Це ж так легко.,gemini,zeroshot
2263,Помри. Це ж так вирішить всі проблеми.,gemini,zeroshot
2264,"Звичайно, цей політик завжди говорить правду. Він же політик.",gemini,zeroshot
2265,Ця знаменитість – ідеальний приклад для наслідування. Вона ж знаменитість.,gemini,zeroshot
2266,Ця реклама точно не бреше. Вони ж не можуть брехати в рекламі.,gemini,zeroshot
2267,Цей товар точно вартий своїх грошей. Він же такий дорогий.,gemini,zeroshot
2268,Ця дієта точно допоможе тобі схуднути. Вона ж така популярна.,gemini,zeroshot
2269,Цей фільм точно буде цікавим. Він же отримав стільки нагород.,gemini,zeroshot
2270,Ця книга точно буде корисною. Вона ж бестселер.,gemini,zeroshot
2271,Ця гра точно буде захоплюючою. Вона ж має таку гарну графіку.,gemini,zeroshot
2272,Цей сайт точно безпечний. Він же має такий гарний дизайн.,gemini,zeroshot
2273,Цей додаток точно корисний. Він же має стільки завантажень.,gemini,zeroshot
2274,Цей курс точно навчить тебе всьому. Він же такий дорогий.,gemini,zeroshot
2275,"Звісно, хто ж не любить стояти в черзі на пошті годину? Прекрасний спосіб провести час та помедитувати.",gemini,zeroshot
2276,"Обожнюю, коли інтернет не працює. Це ідеальна нагода насолодитися спілкуванням з родиною та друзями.",gemini,zeroshot
2277,"Неймовірно зручно, що зараз все дорожчає. Так легше слідкувати за бюджетом, адже витрачати нічого.",gemini,zeroshot
2278,"Я просто в захваті від водіїв, які підрізають та сигналять. Це робить поїздку такою захопливою та динамічною.",gemini,zeroshot
2279,"Так приємно, коли тебе будить о 6 ранку будівельний шум. Відразу відчуваєш себе бадьорим та готовим до нових звершень.",gemini,zeroshot
2280,"Цікаво, скільки ще можна вигадати нових реаліті-шоу? Адже на телебаченні так мало інтелектуального контенту.",gemini,zeroshot
2281,"Обожнюю рекламу. Особливо, коли вона перериває фільм на найцікавішому місці.",gemini,zeroshot
2282,"Як чудово, що існує спам. Завдяки йому моя поштова скринька завжди переповнена важливими листами.",gemini,zeroshot
2283,"Не можу дочекатися понеділка. Це мій улюблений день тижня, адже так приємно починати все спочатку.",gemini,zeroshot
2284,"Зима – найкраща пора року. Особливо, коли йдеш по вулиці, а тебе заливає крижаний дощ.",gemini,zeroshot
2285,"Так приємно, коли в громадському транспорті всі так близько один до одного. Відразу відчуваєш єднання з народом.",gemini,zeroshot
2286,Обожнюю слухати музику в навушниках на повну гучність. Так ніхто не потурбує зайвими розмовами.,gemini,zeroshot
2287,"Як чудово, що зараз так багато фастфуду. Здоров'я – це ж не головне.",gemini,zeroshot
2288,"Обожнюю, коли телефон розряджається в самий невідповідний момент. Це додає адреналіну в життя.",gemini,zeroshot
2289,"Так зручно, коли в магазині немає потрібного товару. Це чудова можливість потренувати свою витримку.",gemini,zeroshot
2290,"Неймовірно приємно, коли тебе критикують. Це допомагає розвиватися та ставати краще.",gemini,zeroshot
2291,"Я просто в захваті від людей, які не вміють паркуватися. Вони роблять життя таким цікавим та непередбачуваним.",gemini,zeroshot
2292,"Так приємно, коли тобі телефонують з незнайомих номерів та мовчать в трубку. Відразу відчуваєш себе популярним та затребуваним.",gemini,zeroshot
2293,"Обожнюю, коли за вікном дощ та сльота. Це створює таку романтичну атмосферу.",gemini,zeroshot
2294,"Як чудово, що існує бюрократія. Без неї життя було б надто простим та нудним.",gemini,zeroshot
2295,"Неймовірно зручно, що лікарі завжди приймають вчасно та без черг. Це економить стільки часу та нервів.",gemini,zeroshot
2296,Обожнюю запізнюватися. Це допомагає тримати всіх в тонусі.,gemini,zeroshot
2297,"Так приємно, коли вдома немає гарячої води. Це чудова можливість загартуватися.",gemini,zeroshot
2298,"Як чудово, що існує мода. Завдяки їй можна виглядати як всі, а не як особистість.",gemini,zeroshot
2299,"Неймовірно зручно, що ціни на бензин постійно зростають. Це стимулює більше ходити пішки та бути ближчим до природи.",gemini,zeroshot
2300,"Обожнюю, коли в кінотеатрі хтось голосно їсть попкорн та коментує фільм. Це додає атмосферності.",gemini,zeroshot
2301,"Так приємно, коли на вулиці спека та задуха. Відразу відчуваєш себе на тропічному курорті.",gemini,zeroshot
2302,"Як чудово, що існує корупція. Завдяки їй можна вирішити будь-яке питання, якщо маєш достатньо грошей.",gemini,zeroshot
2303,"Неймовірно зручно, що податки постійно збільшуються. Це стимулює працювати більше та ефективніше.",gemini,zeroshot
2304,"Обожнюю, коли в літаку плачуть діти. Це додає подорожі особливого шарму.",gemini,zeroshot
2305,"Так приємно, коли твій багаж губиться в аеропорту. Це чудова можливість потренувати свою стресостійкість.",gemini,zeroshot
2306,"Як чудово, що існує соціальна нерівність. Завдяки їй можна відчувати свою перевагу над іншими.",gemini,zeroshot
2307,"Неймовірно зручно, що політики завжди виконують свої обіцянки. Це додає впевненості в завтрашньому дні.",gemini,zeroshot
2308,"Обожнюю дивитися ток-шоу, де люди кричать один на одного та нікого не слухають. Це так пізнавально та корисно.",gemini,zeroshot
2309,"Так приємно, коли на роботі завал та дедлайни горять. Відразу відчуваєш себе потрібним та незамінним.",gemini,zeroshot
2310,"Як чудово, що існує плітки та інтриги. Без них життя було б надто нудним та передбачуваним.",gemini,zeroshot
2311,"Неймовірно зручно, що в магазинах такі довгі черги. Це чудова можливість познайомитися з новими людьми.",gemini,zeroshot
2312,"Обожнюю, коли сусіди роблять ремонт о 7 ранку в неділю. Це допомагає прокинутися та почати день з позитиву.",gemini,zeroshot
2313,"Так приємно, коли на вулиці ожеледиця. Це додає адреналіну в повсякденне життя.",gemini,zeroshot
2314,"Як чудово, що існує мода на вузькі джинси. Вони так зручні та практичні.",gemini,zeroshot
2315,"Неймовірно зручно, що громадський транспорт завжди переповнений. Це допомагає бути ближчим до людей.",gemini,zeroshot
2316,"Обожнюю слухати, як люди голосно розмовляють по телефону в громадських місцях. Це так цікаво та пізнавально.",gemini,zeroshot
2317,"Так приємно, коли тебе обливає машина з калюжі. Відразу відчуваєш себе бадьорим та оновленим.",gemini,zeroshot
2318,"Як чудово, що існує реклама з нав'язливими мелодіями. Вони так легко запам'ятовуються та піднімають настрій.",gemini,zeroshot
2319,"Неймовірно зручно, що в інтернет-магазинах такі складні форми замовлення. Це допомагає розвивати логічне мислення.",gemini,zeroshot
2320,"Обожнюю, коли кур'єр телефонує та каже, що буде через 5 хвилин, а приїжджає через годину. Це вчить терпінню та смиренню.",gemini,zeroshot
2321,"Так приємно, коли в ресторані подають холодну їжу. Це допомагає оцінити смак страв по-новому.",gemini,zeroshot
2322,"Як чудово, що існує бюрократія. Завдяки їй можна відчути себе маленьким та безсилим.",gemini,zeroshot
2323,"Неймовірно зручно, що лікарі пишуть рецепти нерозбірливим почерком. Це допомагає розвивати уяву та інтуїцію.",gemini,zeroshot
2324,"Обожнюю спілкуватися з людьми, які постійно скаржаться на життя. Їхня позитивна енергія так надихає.",gemini,zeroshot
2325,"Так приємно, коли на вулиці вітряно та здіймає пилюку. Це допомагає відчути єднання з природою.",gemini,zeroshot
2326,"Як чудово, що існує мода на кросівки на платформі. Вони так елегантні та жіночні.",gemini,zeroshot
2327,"Неймовірно зручно, що в магазинах постійно змінюється розташування товарів. Це допомагає розвивати орієнтацію в просторі.",gemini,zeroshot
2328,"Обожнюю, коли на касі в супермаркеті довга черга, а працює лише одна каса. Це вчить терпінню та витримці.",gemini,zeroshot
2329,"Звичайно, паркування о 8 ранку в центрі міста - це суцільне задоволення. Особливо коли знаходиш вільне місце відразу біля входу.",gemini,zeroshot
2330,"Обожнюю, коли люди говорять по телефону в громадському транспорті. Це так чудово чути про всі їхні особисті проблеми та сімейні драми.",gemini,zeroshot
2331,"Я просто в захваті від черг! Особливо коли стою в них годину, щоб купити каву.",gemini,zeroshot
2332,"Моя улюблена пора року - це, звичайно, зима. Особливо коли температура -20, а вітер збиває з ніг.",gemini,zeroshot
2333,"Дякую за пораду, вона така корисна, що я просто не знаю, що б я без неї робив.",gemini,zeroshot
2334,"О, так, цей звіт я напишу за 5 хвилин. Щоб там писати - пару слів.",gemini,zeroshot
2335,"Моя улюблена страва - це, без сумніву, пересмажені макарони з кетчупом. Справжній кулінарний шедевр.",gemini,zeroshot
2336,"Як чудово, що знову підвищили ціни на бензин! Тепер я можу відчути себе справжнім олігархом.",gemini,zeroshot
2337,"Обожнюю, коли інтернет не працює. Це такий чудовий час для роздумів про життя.",gemini,zeroshot
2338,"Так, я просто обожнюю прибирати квартиру. Особливо коли після цього вона знову брудна через 5 хвилин.",gemini,zeroshot
2339,"Мені так подобається, коли в кінотеатрі хрумкають попкорном і шурхотять обгортками. Це додає особливої атмосфери.",gemini,zeroshot
2340,Я просто в захваті від реклами по телевізору. Вона така інформативна та корисна.,gemini,zeroshot
2341,"Звичайно, я прочитав усі 500 сторінок договору перед тим, як його підписати. Хто ж не любить читати юридичні документи?",gemini,zeroshot
2342,"Як чудово, що сьогодні понеділок! Мій улюблений день тижня.",gemini,zeroshot
2343,"Я просто обожнюю, коли будильник дзвонить о 6 ранку. Це такий чудовий спосіб почати день.",gemini,zeroshot
2344,Моя улюблена розвага - це сидіти в заторах. Це так розслабляє і заспокоює.,gemini,zeroshot
2345,"Так, я з радістю допоможу тобі переїхати. Особливо якщо це на 10-й поверх без ліфта.",gemini,zeroshot
2346,"Я просто обожнюю, коли мій телефон розряджається в самий невідповідний момент.",gemini,zeroshot
2347,"Як чудово, що знову йде дощ! Якраз хотів прогулятися.",gemini,zeroshot
2348,"Звичайно, я пам'ятаю твій день народження. Хто ж може забути таку важливу дату?",gemini,zeroshot
2349,Я просто в захваті від моди на рвані джинси. Вони такі стильні та елегантні.,gemini,zeroshot
2350,Обожнюю спілкуватися з хамами. Вони такі виховані та інтелігентні.,gemini,zeroshot
2351,"Як чудово, що сьогодні іспит! Я так довго до нього готувався.",gemini,zeroshot
2352,"Звичайно, я можу виконати цю роботу за один день. Що там робити - дрібниці.",gemini,zeroshot
2353,Моя улюблена музика - це шум перфоратора. Він такий мелодійний та заспокійливий.,gemini,zeroshot
2354,"Я просто обожнюю, коли в літаку плачуть діти. Це додає особливої атмосфери подорожі.",gemini,zeroshot
2355,"Так, я з радістю подивлюся цей фільм жахів. Я ж такий хоробрий.",gemini,zeroshot
2356,"Як чудово, що знову запізнююся на роботу! Мій начальник буде в захваті.",gemini,zeroshot
2357,"Звичайно, я можу з'їсти ще один шматок торта. Я ж на дієті.",gemini,zeroshot
2358,"Обожнюю, коли вдома немає гарячої води. Це так освіжає.",gemini,zeroshot
2359,"Як чудово, що сьогодні п'ятниця 13-те! Мій улюблений день.",gemini,zeroshot
2360,"Звичайно, я можу позичити тобі грошей. Я ж мільйонер.",gemini,zeroshot
2361,Я просто в захваті від пробок на дорогах. Вони такі динамічні та захоплюючі.,gemini,zeroshot
2362,"Обожнюю, коли люди спілкуються зі мною зверхньо. Це так приємно.",gemini,zeroshot
2363,"Як чудово, що знову зламався комп'ютер! Якраз хотів попрацювати.",gemini,zeroshot
2364,"Звичайно, я можу випити ще одну чашку кави. Мені ж не спати.",gemini,zeroshot
2365,"Обожнюю, коли в магазині немає того, що мені потрібно. Це так цікаво шукати альтернативи.",gemini,zeroshot
2366,"Як чудово, що знову загубив ключі! Це така захоплююча пригода - шукати їх.",gemini,zeroshot
2367,"Звичайно, я можу полагодити цю машину. Я ж механік.",gemini,zeroshot
2368,Я просто в захваті від спілкування з бюрократами. Вони такі швидкі та ефективні.,gemini,zeroshot
2369,"Обожнюю, коли вдома немає світла. Це так романтично.",gemini,zeroshot
2370,"Як чудово, що знову закінчилися гроші! Це такий стимул для заробітку.",gemini,zeroshot
2371,"Звичайно, я можу говорити з тобою про політику. Я ж політолог.",gemini,zeroshot
2372,Я просто в захваті від черг в поліклініці. Вони такі короткі та швидкі.,gemini,zeroshot
2373,"Обожнюю, коли в гостях нудно. Це так весело.",gemini,zeroshot
2374,"Як чудово, що знову захворів! Якраз хотів відпочити.",gemini,zeroshot
2375,"Звичайно, я можу зробити все сам. Я ж супермен.",gemini,zeroshot
2376,Я просто в захваті від сучасного мистецтва. Воно таке зрозуміле та доступне.,gemini,zeroshot
2377,"Обожнюю, коли в автобусі тісно. Це так затишно.",gemini,zeroshot
2378,"Як чудово, що знову забув про важливу зустріч! Це такий адреналін.",gemini,zeroshot
2379,"Звичайно, ти завжди маєш рацію. Навіть коли ти помиляєшся, ти маєш рацію більше, ніж усі інші.",gemini,zeroshot
2380,"Ти такий розумний, що аж страшно. Невже не боляче носити таку велику голову?",gemini,zeroshot
2381,"Так, ця сукня сидить на тобі ідеально. Особливо з цими туфлями. Просто ікона стилю.",gemini,zeroshot
2382,"О, ця презентація була настільки захоплива, що я мало не заснув. Дякую, що поділився своїми глибокими думками.",gemini,zeroshot
2383,"Звісно, я нітрохи не образився. Я взагалі не маю почуттів.",gemini,zeroshot
2384,Твоя пунктуальність вражає. Чекати тебе – це справжнє задоволення.,gemini,zeroshot
2385,"Я просто обожнюю, коли ти мені перебиваєш. Це так додає динаміки розмові.",gemini,zeroshot
2386,"Ти такий скромний, що аж ніяково.",gemini,zeroshot
2387,"Звичайно, я зроблю все, що ти скажеш. Адже твої бажання – закон.",gemini,zeroshot
2388,"Я так вдячний тобі за твою ""конструктивну"" критику. Тепер я точно знаю, як зіпсувати все ще більше.",gemini,zeroshot
2389,Твої кулінарні здібності просто вражають. Я ніколи не куштував нічого подібного. Ніколи.,gemini,zeroshot
2390,"Ти завжди знаєш, як підняти мені настрій. Особливо, коли розповідаєш про свої успіхи.",gemini,zeroshot
2391,"Так, ти виглядаєш чудово після безсонної ночі. Просто світишся зсередини.",gemini,zeroshot
2392,"Я просто обожнюю, коли ти спізнюєшся. Це дає мені можливість насолодитися власною компанією.",gemini,zeroshot
2393,"Звичайно, я вірю, що ти це зробив випадково. Ти ж ніколи не робиш нічого поганого.",gemini,zeroshot
2394,"Ти такий організований, що твій хаос нагадує мені витвір мистецтва.",gemini,zeroshot
2395,"Я так радий, що ти поділився зі мною своїми проблемами. Тепер мені є про що потурбуватися.",gemini,zeroshot
2396,Твоя здатність уникати відповідальності просто вражає. Ти справжній майстер.,gemini,zeroshot
2397,"Звичайно, я не ревную. Просто цікавлюся твоїм особистим життям.",gemini,zeroshot
2398,"Ти такий терплячий, що можеш чекати вічність.",gemini,zeroshot
2399,"Я просто обожнюю твої жарти. Особливо, коли ти смієшся з них сам.",gemini,zeroshot
2400,"Твої обіцянки – це як зірки на небі. Їх багато, але вони так далеко.",gemini,zeroshot
2401,"Звичайно, я не сумніваюся у твоїх здібностях. Просто не розумію, навіщо тобі вони.",gemini,zeroshot
2402,"Я так радий, що ти мене виправив. Я просто обожнюю відчувати себе дурнем.",gemini,zeroshot
2403,Твоя логіка залізна. Навіть Шерлок Холмс позаздрив би.,gemini,zeroshot
2404,"Звичайно, я зроблю це для тебе. Адже ти ніколи не просиш про допомогу.",gemini,zeroshot
2405,"Я так радий, що ти знайшов свою другу половинку. Тепер ви можете нудьгувати разом.",gemini,zeroshot
2406,"Ти такий добрий, що аж підозріло.",gemini,zeroshot
2407,"Звичайно, я не образився на твою брехню. Я взагалі не помітив.",gemini,zeroshot
2408,Твоя здатність створювати проблеми просто вражає. Ти справжній геній хаосу.,gemini,zeroshot
2409,"Я так радий, що ти поділився зі мною своїми думками. Тепер я знаю, чого мені не варто думати.",gemini,zeroshot
2410,"Ти такий сильний, що можеш зрушити гори. Або хоча б посунути стілець.",gemini,zeroshot
2411,"Звичайно, я не заздрю твоїм успіхам. Я просто радію за тебе. Дуже.",gemini,zeroshot
2412,Твоя скромність не знає меж. Ти справжній діамант серед гравію.,gemini,zeroshot
2413,Я просто обожнюю твою здатність маніпулювати людьми. Ти справжній ляльковод.,gemini,zeroshot
2414,"Звичайно, я не помітив твоєї нової зачіски. Вона така ж, як і стара.",gemini,zeroshot
2415,"Ти такий чесний, що аж страшно.",gemini,zeroshot
2416,"Звичайно, я не боюся. Просто трохи хвилююся.",gemini,zeroshot
